,intensity
726,20.538573557990702
727,20.5362556342399
728,20.719519779616007
729,21.101292949950654
730,21.512023315324114
731,21.922361954763286
732,22.266363460618827
733,23.239293036435598
734,23.405578151867566
735,23.504322339570425
736,23.522033947885188
737,23.4846521015842
738,23.373061719727726
739,23.170103807372588
740,22.89054757689529
741,21.828962028021124
742,21.41635188689804
743,20.984380564288838
744,20.61274139474782
745,20.5317755868258
746,20.545451018996165
747,20.52537379302626
748,20.53038228890042
749,21.300675727236655
750,21.28857928125922
751,21.2864139780023
752,21.294242773419615
753,21.287649568084003
754,21.308501343060346
755,21.289269253075304
756,21.2984239390332
757,20.534837535484264
758,20.535616535921775
759,20.532992099345766
760,20.51061920678042
761,20.533640100526032
762,20.51985211074143
763,20.523902913016492
764,20.537518568826755
765,20.527925098948952
766,20.516287150371884
767,20.512303755481618
768,20.53024238678103
769,20.530913281035378
770,20.54020596135649
771,20.50805009513344
772,20.557993879918197
773,21.297840801562835
774,21.29068798774966
775,21.311141677604468
776,21.306290889573987
777,21.280417264430266
778,21.28391990476481
779,21.290843787837165
780,21.30628007895567
781,20.558214543715597
782,20.545681857493157
783,20.554525579194774
784,20.534438814444005
785,20.547943820396203
786,20.552952952189088
787,20.5599277087594
788,20.54822171687881
789,21.322212386679283
790,21.300250933528687
791,21.312204933711833
792,21.30201497207045
793,21.31247329141357
794,21.31989700660338
795,21.317927566313603
796,21.301494154635083
797,21.308089903645595
798,21.339670899341698
799,21.63680328744544
800,22.039033963147237
801,22.459673214085853
802,22.818737090849893
803,23.111774798286582
804,23.316276721304803
805,22.733513171148623
806,22.79667579845955
807,22.77612990038969
808,22.717755105155522
809,22.560443438844967
810,22.315432857157393
811,22.02099549260808
812,21.64490044056449
813,21.96122167618001
814,21.54319795895526
815,21.34050395287079
816,21.305225089791723
817,21.306781182910573
818,21.300715154197572
819,21.31058079728946
820,21.28814812836401
821,21.303655006460936
822,21.304900771242227
823,21.294958181984676
824,21.294041823102674
825,21.3122793362026
826,21.29579250735122
827,21.29673748257583
828,21.30399395114109
829,20.535257877761158
830,20.540319790808176
831,20.52995113600521
832,20.55928352309148
833,20.524878412339877
834,20.522197378997387
835,20.543661543705422
836,20.532983832402348
837,21.301981904296774
838,21.30338855651537
839,21.304869611224728
840,21.317905309158245
841,21.314904408697334
842,21.307442538384056
843,21.289751279468472
844,21.290605954234202
845,21.28889724062147
846,21.29360876245129
847,21.28837324359248
848,21.30380444736119
849,21.293431977045877
850,21.28698058158583
851,21.297816000732578
852,21.30858528433198
853,20.538331908875392
854,20.540030447788528
855,20.555679771679742
856,20.521568455378855
857,20.551592086118657
858,20.554390128506455
859,20.5512817577811
860,20.56530821708739
861,21.329950245718994
862,21.327576997039163
863,21.3312169958182
864,21.324850813467233
865,21.32570421639551
866,21.324618067214065
867,21.325998646764955
868,21.32272493717123
869,20.710483374540868
870,21.083829985857168
871,21.514164453669505
872,21.912341783421343
873,22.23248870608345
874,22.4832842404078
875,22.69081695206699
876,22.794600159742785
877,23.541226610909312
878,23.48541393221615
879,23.37285886165461
880,23.204278079627198
881,22.94171995665578
882,22.595234552262344
883,22.207215388215662
884,21.765218170996
885,21.43254682905487
886,21.31244594690842
887,21.312358826043162
888,21.306651455490776
889,21.314915855234375
890,21.30920848468199
891,21.321007320696356
892,21.302920520334137
893,20.53881838669963
894,20.529372449965916
895,20.552738011660207
896,20.5312980118637
897,20.529582303145
898,20.536527807453986
899,20.537155459235066
900,20.529260528270402
901,21.31636511400751
902,21.293520369748585
903,21.2985174190857
904,21.289878463213373
905,21.288697562141977
906,21.285699841274685
907,21.301200360184364
908,21.308734725232238
909,21.29770853046814
910,21.293116561358527
911,21.27307876234954
912,21.300893847359156
913,21.30224835424234
914,21.27991870415026
915,21.285296668803355
916,21.303986320116397
917,20.518004130928034
918,20.531150478719617
919,20.537013013440777
920,20.530155265915774
921,20.514661742112065
922,20.528030025538495
923,20.531822644811413
924,20.530403910137053
925,21.279149242493617
926,21.286929708087868
927,21.29771488965538
928,21.26924735203443
929,21.28909628318224
930,21.285259785517333
931,21.293182696905873
932,21.303615579500015
933,20.534824817109776
934,20.52645294710174
935,20.521363689549567
936,20.524509579479666
937,20.512568933589737
938,20.525684121363817
939,20.573931274991605
940,20.819837866162
941,22.000848315578484
942,22.408809890825474
943,22.78461750760559
944,23.064272941403907
945,23.28973347374419
946,23.44309481293815
947,23.504268922397568
948,23.500847043741032
949,23.425277642115116
950,23.278831283131364
951,23.027263743475473
952,22.75678207319679
953,22.39753886735244
954,21.97017286814607
955,21.564838273149984
956,21.33394572306503
957,21.29102566059237
958,21.284027375029254
959,21.268850538750343
960,21.275136595342023
961,21.26729253787532
962,21.284193985735072
963,21.28165158267452
964,21.269414598658976
965,20.5104188923822
966,20.53395106478231
967,20.512146047637945
968,20.515698289632997
969,20.526571227984494
970,20.488096237396093
971,20.512339366930192
972,20.515761245586724
973,21.249903976272602
974,21.26917803689346
975,21.292981746588932
976,21.28246555864188
977,21.266017520832698
978,21.265064914583398
979,21.26946229256331
980,21.279584210901174
981,21.272761438906016
982,21.263429331623986
983,21.257004644750364
984,21.26850523488294
985,21.25969076544265
986,21.261261484692163
987,21.28743589939257
988,21.242243699317278
989,20.5050848061211
990,20.48752518238149
991,20.491932735061
992,20.501282648067317
993,20.49969221533734
994,20.50852894193299
995,20.48355768545934
996,20.517017820986336
997,20.493340023198314
998,20.4990473937507
999,20.497068414680058
1000,20.50516556779911
1001,20.519441307245405
1002,20.50789429504594
1003,20.496298953023413
1004,20.50012146047638
1005,21.252465456894885
1006,21.27041998616241
1007,21.27669396029832
1008,21.25894610461626
1009,21.258853260482486
1010,21.39560503851124
1011,21.740035789505814
1012,22.17461819439781
1013,21.83605506547419
1014,22.168081585828677
1015,22.42257498753599
1016,22.614633888871932
1017,22.727870664306135
1018,22.761012840470887
1019,22.715247677624816
1020,22.625297609963066
1021,23.15015440106631
1022,22.89172021102327
1023,22.569240738479696
1024,22.194285888709135
1025,21.75539767813355
1026,21.402719061282216
1027,21.244104397505165
1028,21.2542282235992
1029,21.24238105776177
1030,21.26429227333313
1031,21.247596863140117
1032,21.261178179339254
1033,21.284101777520018
1034,21.254170354995267
1035,21.233052765992085
1036,21.268025116245944
1037,21.290556988492416
1038,21.259683770336682
1039,21.258294923842374
1040,21.28378954142629
1041,21.272470188130196
1042,21.254190704394453
1043,21.28914588484275
1044,21.25556810435172
1045,20.486427586663005
1046,20.509042764262386
1047,20.505559201489575
1048,20.49523633283477
1049,20.499842928075047
1050,20.502169754687994
1051,20.50008203351546
1052,20.480759007152813
1053,21.266676968550005
1054,21.254355407344097
1055,21.257598592839045
1056,21.26431771008211
1057,21.276492374062656
1058,21.256114358536063
1059,21.28098577576997
1060,21.266321489983007
1061,20.495710092284526
1062,20.508593169724165
1063,20.494553992043386
1064,20.491614139780022
1065,20.495470350925387
1066,20.50188359126197
1067,20.498930384705393
1068,20.478860789760184
1069,21.253868929519857
1070,21.262816305973566
1071,21.241806187234822
1072,21.257866950540784
1073,21.268580273292432
1074,21.26404808054292
1075,21.24673646510587
1076,21.239484447971673
1077,21.258588718293094
1078,21.246918337861075
1079,21.260190597560108
1080,21.285664865744838
1081,21.496142517017184
1082,21.929392672181354
1083,22.33289073390108
1084,22.69512021407568
1085,22.261926019759265
1086,22.509930506801787
1087,22.670551494154633
1088,22.721603685276193
1089,22.74882736587202
1090,22.670784876326525
1091,22.521312816051605
1092,22.314059272712473
1093,22.75760495202629
1094,22.38628628552242
1095,21.972307647304213
1096,21.57521201530275
1097,21.286827325173224
1098,21.244698345593847
1099,21.248947554510952
1100,21.264090051178737
1101,20.480965044819552
1102,20.507455511126032
1103,20.491220506089558
1104,20.49018459448735
1105,20.490451680351637
1106,20.490063769929694
1107,20.480715764679548
1108,20.477740300967614
1109,21.253219656502143
1110,21.253901361374805
1111,21.233865470121994
1112,21.235308369707884
1113,21.243403615070765
1114,21.248736429494418
1115,21.229355534527844
1116,21.251813640202272
1117,20.501957993752736
1118,20.478555548772423
1119,20.469596089862947
1120,20.47733840033373
1121,20.48282765076361
1122,20.47005840277566
1123,20.484079138813428
1124,20.511750506191305
1125,20.466232079810343
1126,20.483494729505612
1127,20.479967924259537
1128,20.474093307082608
1129,20.481864869814718
1130,20.482698559262538
1131,20.471753762095172
1132,20.477343487683527
1133,21.248828637709472
1134,21.248286834956197
1135,21.240555335103732
1136,21.242521595799882
1137,21.22684683515969
1138,21.23487403721905
1139,21.242049744106307
1140,21.249349455144838
1141,20.479214360571003
1142,20.471743587395583
1143,20.47590694728488
1144,20.480972039925522
1145,20.462731983150697
1146,20.484604407679864
1147,20.492765152671367
1148,20.460014066522184
1149,21.223077744879582
1150,21.241200156690375
1151,21.35106529104728
1152,21.668734038440014
1153,22.113627229531048
1154,22.497551712910678
1155,22.841806314418566
1156,23.10581751167547
1157,23.31802994922825
1158,23.411526535616535
1159,23.448325244447158
1160,23.42163509966118
1161,23.29845382721325
1162,23.17208024276833
1163,22.88457630007224
1164,22.572096649471423
1165,21.43748600978806
1166,21.01605186044382
1167,20.640067458258294
1168,20.485457810608143
1169,20.476263061770602
1170,20.447678515104343
1171,20.469577648219936
1172,20.468206607449915
1173,21.23912515389233
1174,21.240845314042105
1175,21.22907954580141
1176,21.24809796709502
1177,21.22717178962791
1178,21.20270926813386
1179,21.21917829126095
1180,21.223407150778872
1181,21.234761479604813
1182,21.20914667338197
1183,21.239106076330597
1184,21.233426050283366
1185,21.225522216456557
1186,21.23727526632276
1187,21.22204437695227
1188,21.22774983974848
1189,21.214403177558683
1190,21.215395210768904
1191,21.238619598506354
1192,21.220004349684075
1193,21.236437761362595
1194,21.252742081540042
1195,21.220944237558886
1196,21.237195140563475
1197,21.230331033851225
1198,21.222653587090342
1199,21.22005140766969
1200,21.228691635379466
1201,21.228675737411354
1202,21.22141672517119
1203,21.215902673911053
1204,21.22837431193594
1205,20.46071421303786
1206,20.4516720846942
1207,20.453785242615712
1208,20.473501902668822
1209,20.471022455562
1210,20.46543718140472
1211,20.465306182147472
1212,20.459200090554827
1213,21.234149725791845
1214,21.2367805215551
1215,21.224813167078743
1216,21.21965840989795
1217,21.23617703468555
1218,21.232720816417896
1219,21.2186085080838
1220,21.245250958965435
1221,20.467688969608172
1222,20.692851891985388
1223,21.110017754850787
1224,21.547409012748897
1225,21.91665140461728
1226,22.214978684004354
1227,22.4836657916425
1228,22.61096082231922
1229,23.43631273974136
1230,23.444417523885107
1231,23.40208950174496
1232,23.233583122208316
1233,23.04682142384746
1234,22.73955312719392
1235,22.417422138111373
1236,21.981881403701557
1237,20.81361794511767
1238,20.50309374459469
1239,20.428943713561857
1240,20.436287938911104
1241,20.439585813416357
1242,20.452374138966047
1243,20.441625840684555
1244,20.46925841702024
1245,21.207632550898936
1246,21.22868082476115
1247,21.22344530590234
1248,21.223217011080248
1249,21.219660953572845
1250,21.22729897337281
1251,21.204628470844398
1252,21.211968244762573
1253,20.453234537000295
1254,20.445677914797066
1255,20.439863709898965
1256,20.454557247947253
1257,20.45846687626548
1258,20.460529796607755
1259,20.443610543023716
1260,20.443392422901216
1261,20.44819233743374
1262,20.435552180946857
1263,20.430386613147746
1264,20.447621282419135
1265,20.45452290833613
1266,20.44543435792558
1267,20.435482229887164
1268,20.4516383810018
1269,21.211745037290274
1270,21.211468412645118
1271,21.217495650315925
1272,21.211076686710825
1273,21.213486182757954
1274,21.216169759775344
1275,21.212990166152846
1276,21.205922565448756
1277,20.445919563912376
1278,20.432925836614675
1279,20.45728025192556
1280,20.45435438987414
1281,20.473514621043314
1282,20.438640838191752
1283,20.445600332712676
1284,20.4474177884273
1285,21.218582435416096
1286,21.227584500880113
1287,21.237321052470925
1288,21.229992089171066
1289,21.213140242971825
1290,21.233506176042653
1291,21.228992424936155
1292,21.306509009696487
1293,21.643103334249055
1294,22.06513333943815
1295,22.473267884578206
1296,22.820567264939
1297,23.087099879938545
1298,23.288302656614064
1299,23.39992292665059
1300,23.461219132505114
1301,22.71414563047526
1302,22.6124189839545
1303,22.439244325061303
1304,22.17802989835475
1305,21.859061969007865
1306,21.473700309310868
1307,21.040167806233022
1308,20.655901834498337
1309,20.466677222917493
1310,20.43040569070948
1311,20.46151419879328
1312,20.440383255496883
1313,20.440061480622283
1314,20.45955366136565
1315,20.46045857371061
1316,20.44609126196799
1317,21.21573987871758
1318,21.22708148916903
1319,21.201822797431905
1320,21.210350467527448
1321,21.213978383850716
1322,21.200929331623986
1323,21.214794903492976
1324,21.207017617492344
1325,20.44707184864117
1326,20.44985462897958
1327,20.42575712483339
1328,20.457015073817445
1329,20.445548823295994
1330,20.450007249473458
1331,20.447249269965305
1332,20.434744564166742
1333,21.22068160312567
1334,21.209447462938655
1335,21.20922298362891
1336,21.197482016218473
1337,21.21312816051606
1338,21.20708375303969
1339,21.195475692642674
1340,21.208752403772777
1341,21.186137226173397
1342,21.200724565794694
1343,21.204043425617858
1344,21.201764292909253
1345,21.21065761627138
1346,21.197312861837755
1347,21.211399097504145
1348,21.225213795875177
1349,21.192804833999777
1350,21.190326022811675
1351,21.213541507686987
1352,21.183149680005698
1353,21.192178454056144
1354,21.17540546177874
1355,21.20533561246604
1356,21.193946944028976
1357,21.201303887752715
1358,21.19396665750944
1359,21.20656929479157
1360,21.19591574840003
1361,21.20168607490614
